question_id,question,difficulty,products
781,Provide the heights of the heroes whose eye colours are amber.,simple,"['colour', 'superhero']"
782,List the heroes' names whose eyes and hair colours are both black.,moderate,"['colour', 'superhero']"
785,Describe the names of neutral alignment superheroes.,simple,"['superhero', 'alignment']"
786,How many heroes have the highest attribute value in strength?,moderate,"['hero_attribute', 'attribute']"
788,How many percent of female heroes were published by Marvel Comics?,challenging,"['superhero', 'gender', 'publisher']"
790,Calculate the difference between Emil Blonsky's weight and Charles Chandler's weight.,moderate,['superhero']
791,Calculate the average height for all superhero.,simple,['superhero']
792,What is Abomination's superpower?,simple,"['superpower', 'superhero', 'hero_power']"
794,Which hero was the fastest?,moderate,"['superhero', 'hero_attribute', 'attribute']"
796,State all of 3-D Man's attributes along with their values.,moderate,"['superhero', 'hero_attribute', 'attribute']"
797,Which superheroes have blue eyes with brown hair?,moderate,"['colour', 'superhero']"
798,"What is the publisher for Hawkman, Karate Kid and Speedy?",moderate,"['superhero', 'publisher']"
800,Calculate the percentage of superheroes with blue eyes.,moderate,"['colour', 'superhero']"
801,Find the ratio between male superheroes and female superheroes.,moderate,"['superhero', 'gender']"
806,Provide the eye colour of the superhero who has Karen Beecher-Duncan as their full name.,simple,"['colour', 'superhero']"
819,"In superheroes with missing weight data, calculate the difference between the number of superheroes with blue eyes and no eye color.",challenging,"['colour', 'superhero']"
822,How many green-skinned villains are there in the superhero universe?,moderate,"['colour', 'superhero', 'alignment']"
824,Identify superheroes who can control wind and list their names in alphabetical order.,moderate,"['superpower', 'superhero', 'hero_power']"
825,Identify the gender of the superhero who has the ability of Phoenix Force.,moderate,"['superpower', 'superhero', 'gender', 'hero_power']"
829,Which publisher created more superheroes: DC or Marvel Comics? Find the difference in the number of superheroes.,challenging,"['superhero', 'publisher']"
531,"Which user has a higher reputation, Harlan or Jarrod Dixon?",simple,['users']
532,Please list the display names of all the users whose accounts were created in the year 2011.,simple,['users']
533,How many users last accessed the website after 2014/9/1?,simple,['users']
539,"Who is the owner of the post ""Eliciting priors from experts""?",simple,"['users', 'posts']"
537,How many posts does the user csgillespie own?,simple,"['users', 'posts']"
544,"What is the display name of the user who last edited the post ""Examples for teaching: Correlation does not mean causation""?",moderate,"['users', 'posts']"
547,"Among the posts owned by an elder user, how many of them have a score of over 19?",simple,"['users', 'posts']"
549,"From which post is the tag ""bayesian"" excerpted from? Please give the body of the post.",simple,"['posts', 'tags']"
555,What is the average score of the posts owned by the user csgillespie?,simple,"['users', 'posts']"
557,"Among the posts with a score of over 5, what is the percentage of them being owned by an elder user?",moderate,"['users', 'posts']"
563,"User No.3025 gave a comment at 20:29:39 on 2014/4/23 to a post, how many favorite counts did that post get?",moderate,"['comments', 'posts']"
565,"User No.23853 gave a comment to a post at 9:08:18 on 2013/7/12, was that post well-finished?",moderate,"['comments', 'posts']"
567,"For the user with the display name of ""Tiago Pasqualini"", how many posts did he/she own?",simple,"['users', 'posts']"
568,Provide the display name of the user who made the vote No.6347.,simple,"['users', 'votes']"
571,"For the user No.24, how many times is the number of his/her posts compared to his/her votes?",moderate,"['posts', 'votes']"
572,How many views did the post titled 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer' get?,moderate,['posts']
573,Write the contents of comments with a score of 17.,simple,['comments']
576,Name the user that commented 'thank you user93!',simple,"['comments', 'users']"
578,Which user made a post titled 'Understanding what Dassault iSight is doing?' and how much is the reputation of the user?,moderate,"['users', 'posts']"
581,Who is the owner of the post titled 'Open source tools for visualizing multi-dimensional data?',moderate,"['users', 'posts']"
584,Write all the comments left by users who edited the post titled 'Why square the difference instead of taking the absolute value in standard deviation?',moderate,"['postHistory', 'posts']"
586,Which user added a bounty amount of 50 to the post title mentioning variance?,challenging,"['votes', 'users', 'posts']"
587,Calculate the average view count of each post tagged as 'humor' and list the title and the comment of each post.,moderate,"['comments', 'posts']"
592,How many users are awarded with more than 5 badges?,simple,['badges']
595,Which user have only one post history per post and having at least 1000 views?,moderate,"['postHistory', 'users', 'posts']"
598,What is the percentage difference of student badges given during 2010 and 2011?,challenging,['badges']
604,What is the average of the up votes and the average user age for users creating more than 10 posts?,moderate,"['users', 'posts']"
629,Calculate the ratio of votes in 2010 and 2011.,simple,['votes']
633,Which post by slashnick has the most answers count? State the post ID.,moderate,"['postHistory', 'users', 'posts']"
634,"Among posts by Harvey Motulsky and Noah Snyder, which one has higher popularity?",challenging,"['postHistory', 'users', 'posts']"
637,State all the tags used by Mark Meckes in his posts that doesn't have comments.,moderate,"['postHistory', 'users', 'posts']"
639,"Based on posts posted by Community, calculate the percentage of posts that use the R language.",challenging,"['postHistory', 'users', 'tags']"
640,Calculate the difference in view count from post posted by Mornington and view count from posts posted by Amos.,moderate,"['postHistory', 'users', 'posts']"
665,What is the average monthly number of links created in 2010 for posts that have no more than 2 answers?,moderate,"['posts', 'postLinks']"
669,When did 'chl' cast its first vote in a post?,simple,"['users', 'votes']"
671,What is the display name of the user who acquired the first Autobiographer badge?,simple,"['badges', 'users']"
672,"Among the users located in United Kingdom, how many users whose post have a total favorite amount of 4 or more?",moderate,"['users', 'posts']"
678,Which post by Harvey Motulsky has the most views? Please give the id and title of this post.,simple,"['users', 'posts']"
682,Which is the most valuable post in 2010? Please give its id and the owner's display name.,moderate,"['users', 'posts']"
683,What is the percentage of posts whose owners had a reputation of over 1000 in 2011?,moderate,"['users', 'posts']"
685,Identify the total views on the post 'Computer Game Datasets'. Name the user who posted it last time.,moderate,"['postHistory', 'users', 'posts']"
687,How many comments were added to the post with the highest score?,simple,"['comments', 'posts']"
694,Provide the text of the latest 10 comments to the post with the title 'Analysing wind data with R' and the display name of the user who left it.,moderate,"['comments', 'users', 'posts']"
701,"Among all the posts posted by the most influential user, identify the percentage with a score above 50.",challenging,"['users', 'posts']"
704,What is the excerpt post ID and wiki post ID of the tag named sample?,simple,['tags']
705,"Give the user's reputation and up vote number of the user that commented ""fine, you win :)"".",simple,"['comments', 'users']"
707,"Among the posts with views ranging from 100 to 150, what is the comment with the highest score?",moderate,"['comments', 'posts']"
710,"In posts with 1 comment, how many of the comments have 0 score?",simple,"['comments', 'posts']"
716,"Among the comments with scores between 5 to 10, what is the percentage of the users with 0 up votes?",moderate,"['comments', 'users']"
340,Which are the cards that have incredibly powerful foils.,simple,['cards']
341,What are the borderless cards available without powerful foils?,simple,['cards']
344,List all the mythic rarity print cards banned in gladiator format.,moderate,"['cards', 'legalities']"
345,"For artifact type of cards that do not have multiple faces on the same card, state its legalities status for vintage play format.",moderate,"['cards', 'legalities']"
346,List all the card id and artist with unknown power which are legal for commander play format.,moderate,"['cards', 'legalities']"
347,Find all cards illustrated by Stephen Daniel and describe the text of the ruling of these cards. State if these cards have missing or degraded properties and values.,moderate,"['rulings', 'cards']"
349,Name the card and artist with the most ruling information. Also state if the card is a promotional printing.,moderate,"['rulings', 'cards']"
352,Calculate the percentage of the cards availabe in Chinese Simplified.,moderate,"['foreign_data', 'cards']"
356,How many cards have infinite power?,simple,['cards']
358,"What is the border color of card ""Ancestor's Chosen""?",simple,['cards']
366,"What is the rule of playing card ""Benalish Knight""?",simple,"['cards', 'legalities']"
368,What is the percentage of borderless cards?,simple,['cards']
371,What is the percentage of cards whose language is French among the Story Spotlight cards?,challenging,"['foreign_data', 'cards']"
377,"How many cards with original type of ""Summon - Angel"" have subtype other than ""Angel""?",simple,['cards']
379,What are the cards belong to duel deck a? List the ID.,simple,['cards']
383,How many of the banned cards are white border?,simple,"['cards', 'legalities']"
391,"Among the Artifact cards, which are black color and comes with foreign languague translation?",moderate,"['foreign_data', 'cards']"
397,"What is the mana cost of cards with a normal layout, a 2003 frame version, with a black border color, and available in paper and mtgo?",moderate,['cards']
402,What is the percentage of Story Spotlight cards that do not have a text box? List them by their ID.,moderate,['cards']
405,How many Brazilian Portuguese translated sets are inside the Commander block?,moderate,"['set_translations', 'sets']"
407,Lists all types of cards in German.,moderate,"['foreign_data', 'cards']"
408,How many unknown power cards contain info about the triggered ability,moderate,"['rulings', 'cards']"
409,"Indicates the number of cards with pre-modern format, ruling text ""This is a triggered mana ability."" that do not have multiple faces.",moderate,"['rulings', 'cards', 'legalities']"
412,"What is the foreign name of the card in French of type Creature, normal layout and black border color, by artist Matthew D. Wilson?",moderate,"['cards', 'foreign_data']"
414,What language is the set of 180 cards that belongs to the Ravnica block translated into?,simple,"['set_translations', 'sets']"
415,What percentage of cards with format commander and legal status do not have a content warning?,challenging,"['cards', 'legalities']"
416,What percentage of cards without power are in French?,challenging,"['foreign_data', 'cards']"
422,What is the language of the card with the multiverse number 149934?,simple,['foreign_data']
424,What proportion of cards do not have a text box with a normal layout?,simple,['cards']
427,What languages are available in the set known as Archenemy on the magic card market and having the code ARC?,moderate,"['set_translations', 'sets']"
440,"Which foreign language used by ""A Pedra Fellwar""?",simple,['foreign_data']
459,"Which card costs more converted mana, ""Serra Angel"" or ""Shrine Keeper""?",moderate,['cards']
462,"What's the Italian name of the set of cards with ""Ancestor's Chosen"" is in?",moderate,"['set_translations', 'cards']"
465,"For the set of cards with ""Ancestor's Chosen"" in it, is there a Korean version of it?",moderate,"['set_translations', 'cards']"
466,"Among the cards in the set ""Hauptset Zehnte Edition"", how many of them are designed by Adam Rex?",moderate,"['set_translations', 'cards']"
468,"What is the Simplified Chinese translation of the name of the set ""Eighth Edition""?",moderate,"['set_translations', 'sets']"
469,"Did the set of cards with ""Angel of Mercy"" appear on Magic: The Gathering Online?",moderate,"['sets', 'cards']"
472,"Among the sets in the block ""Ice Age"", how many of them have an Italian translation?",moderate,"['set_translations', 'sets']"
473,Is the set of cards with Adarkar Valkyrie only available outside the United States?,moderate,"['sets', 'cards']"
474,"Among the sets of cards that have an Italian translation, how many of them have a base set number of under 100?",moderate,"['set_translations', 'sets']"
477,"Which of these artists have designed a card in the set Coldsnap, Jeremy Jarvis, Aaron Miller or Chippy?",challenging,"['sets', 'cards']"
479,"Among the cards with converted mana cost higher than 5 in the set Coldsnap, how many of them have unknown power?",moderate,"['sets', 'cards']"
480,"What is the Italian flavor text of the card ""Ancestor's Chosen""?",moderate,"['foreign_data', 'cards']"
483,Please list the Italian text ruling of all the cards in the set Coldsnap.,moderate,"['sets', 'cards', 'foreign_data']"
484,Please list the Italian names of the cards in the set Coldsnap with the highest converted mana cost.,moderate,"['sets', 'cards', 'foreign_data']"
486,What is the percentage of the cards with a converted mana cost of 7 in the set Coldsnap?,moderate,"['sets', 'cards']"
487,What is the percentage of incredibly powerful cards in the set Coldsnap?,challenging,"['sets', 'cards']"
518,Which of the play format has the highest number of banned status? Indicate the play format and the names of all the card meet the condition.,moderate,"['cards', 'legalities']"
522,Which cards are ranked 1st on EDHRec? List all of the cards name and its banned play format.,moderate,"['cards', 'legalities']"
528,List the names of all the cards in the set Hour of Devastation and find the formats in which these cards are legal.,challenging,"['sets', 'cards', 'legalities']"
529,Find and list the names of sets which doesn't have Japanese translation but have Korean translation.,moderate,"['set_translations', 'sets']"
530,List all the frame styles and cards Allen Williams worked on and find any banned cards if there are any.,moderate,"['cards', 'legalities']"
195,What is the most common bond type?,simple,['bond']
197,Calculate the average number of oxygen atoms in single-bonded molecules.,moderate,"['atom', 'bond']"
198,On average how many carcinogenic molecules are single bonded?,challenging,"['atom', 'molecule', 'bond']"
200,Find the triple-bonded molecules which are carcinogenic.,simple,"['molecule', 'bond']"
201,What is the percentage of carbon in double-bond molecules?,moderate,"['atom', 'bond']"
206,What elements are in the TR004_8_9 bond atoms?,challenging,"['atom', 'connected']"
207,What elements are in a double type bond?,challenging,"['atom', 'connected', 'bond']"
208,Which type of label is the most numerous in atoms with hydrogen?,moderate,"['atom', 'molecule']"
212,Which element is the least numerous in non-carcinogenic molecules?,challenging,"['atom', 'molecule']"
213,What type of bond is there between the atoms TR004_8 and TR004_20?,moderate,"['connected', 'bond']"
215,How many atoms with iodine and with sulfur type elements are there in single bond molecules?,challenging,"['atom', 'connected', 'bond']"
218,What percentage of carcinogenic-type molecules does not contain fluorine?,challenging,"['atom', 'molecule']"
219,What is the percentage of carcinogenic molecules in triple type bonds?,challenging,"['atom', 'molecule', 'bond']"
220,Please list top three elements of the toxicology of the molecule TR000 in alphabetical order.,challenging,['atom']
226,What is the percentage of double bonds in the molecule TR008? Please provide your answer as a percentage with five decimal places.,moderate,['bond']
227,What is the percentage of molecules that are carcinogenic? Please provide your answer as a percentage with three decimal places.,simple,['molecule']
228,How much of the hydrogen in molecule TR206 is accounted for? Please provide your answer as a percentage with four decimal places.,moderate,['atom']
230,What are the elements of the toxicology and label of molecule TR060?,challenging,"['atom', 'molecule']"
231,Which bond type accounted for the majority of the bonds found in molecule TR010 and state whether or not this molecule is carcinogenic?,challenging,['bond']
232,Please list top three molecules that have single bonds between two atoms and are not carcinogenic in alphabetical order.,moderate,"['molecule', 'bond']"
234,How many bonds which involved atom 12 does molecule TR009 have?,moderate,"['connected', 'bond']"
236,What are the bond type and the atoms of the bond ID of TR001_6_9?,moderate,"['connected', 'bond']"
239,How many connections does the atom 19 have?,simple,['connected']
240,"List all the elements of the toxicology of the molecule ""TR004"".",challenging,['atom']
242,"Among all the atoms from 21 to 25, list all the molecules that are carcinogenic.",moderate,"['atom', 'molecule']"
243,What are the bonds that have phosphorus and nitrogen as their atom elements?,moderate,"['atom', 'connected']"
244,Is the molecule with the most double bonds carcinogenic?,moderate,"['molecule', 'bond']"
245,What is the average number of bonds the atoms with the element iodine have?,moderate,"['atom', 'connected']"
247,List all the elements of atoms that can not bond with any other atoms.,challenging,"['atom', 'connected']"
248,"What are the atoms of the triple bond with the molecule ""TR041""?",simple,"['atom', 'connected', 'bond']"
249,What are the elements of the atoms of TR144_8_19?,challenging,"['connected', 'atom']"
253,List the elements of all the triple bonds.,challenging,"['connected', 'atom', 'bond']"
255,What proportion of single bonds are carcinogenic? Please provide your answer as a percentage with five decimal places.,moderate,"['molecule', 'bond']"
260,Calculate the total atoms with triple-bond molecules containing the element phosphorus or bromine.,moderate,"['atom', 'molecule', 'bond']"
263,What is the composition of element chlorine in percentage among the single bond molecules?,challenging,"['atom', 'molecule', 'bond']"
268,What are the elements for bond id TR001_10_11?,challenging,"['connected', 'atom']"
273,What is the percentage of element chlorine in carcinogenic molecules?,moderate,"['atom', 'molecule']"
281,Tally the toxicology element of the 4th atom of each molecule that was carcinogenic.,challenging,"['atom', 'molecule']"
282,What is the ratio of Hydrogen elements in molecule ID TR006? List the ratio with its label.,challenging,"['atom', 'molecule']"
327,Which non-carcinogenic molecules consisted more than 5 atoms?,moderate,"['atom', 'molecule']"
5,How many schools with an average score in Math greater than 400 in the SAT test are exclusively virtual?,simple,"['satscores', 'schools']"
11,Please list the codes of the schools with a total enrollment of over 500.,simple,"['frpm', 'schools']"
12,"Among the schools with an SAT excellence rate of over 0.3, what is the highest eligible free rate for students aged 5-17?",moderate,"['satscores', 'frpm']"
17,"Rank schools by their average score in Writing where the score is greater than 499, showing their charter numbers.",simple,"['satscores', 'schools']"
23,List the names of schools with more than 30 difference in enrollements between K-12 and ages 5-17? Please also give the full street adress of the schools.,moderate,"['frpm', 'schools']"
24,Give the names of the schools with the percent eligible for free meals in K-12 is more than 0.1 and test takers whose test score is greater than or equal to 1500?,moderate,"['satscores', 'frpm']"
25,"Name schools in Riverside which the average of average math score for SAT is grater than 400, what is the funding type of these schools?",moderate,"['satscores', 'frpm']"
26,State the names and full communication address of high schools in Monterey which has more than 800 free or reduced price meals for ages 15-17?,moderate,"['frpm', 'schools']"
27,"What is the average score in writing for the schools that were opened after 1991 or closed before 2000? List the school names along with the score. Also, list the communication number of the schools if there is any.",moderate,"['satscores', 'schools']"
28,"Consider the average difference between K-12 enrollment and 15-17 enrollment of schools that are locally funded, list the names and DOC type of schools which has a difference above this average.",challenging,"['frpm', 'schools']"
31,What is the eligible free rate of the 10th and 11th schools with the highest enrolment for students in grades 1 through 12?,moderate,['frpm']
32,What is the eligible free or reduced price meal rate for the top 5 schools in grades 1-12 with the highest free or reduced price meal count of the schools with the ownership code 66?,moderate,"['frpm', 'schools']"
37,"What is the complete address of the school with the lowest excellence rate? Indicate the Street, City, Zip and State.",moderate,"['satscores', 'schools']"
36,Under whose administration is the school with the highest number of students scoring 1500 or more on the SAT? Indicate their full names.,challenging,"['satscores', 'schools']"
39,What is the average number of test takers from Fresno schools that opened between 1/1/1980 and 12/31/1980?,simple,"['satscores', 'schools']"
40,What is the telephone number for the school with the lowest average score in reading in Fresno Unified?,moderate,"['satscores', 'schools']"
41,List the names of virtual schools that are among the top 5 in their respective counties based on average reading scores.,simple,"['satscores', 'schools']"
45,What is the average writing score of each of the schools managed by Ricci Ulrich? List the schools and the corresponding average writing scores.,moderate,"['satscores', 'schools']"
46,Which state special schools have the highest number of enrollees from grades 1 through 12?,simple,"['frpm', 'schools']"
47,What is the monthly average number of schools that opened in Alameda County under the jurisdiction of the Elementary School District in 1980?,moderate,['schools']
48,What is the ratio of merged Unified School District schools in Orange County to merged Elementary School District schools?,moderate,['schools']
50,What is the postal street address for the school with the 7th highest Math average? Indicate the school's name.,simple,"['satscores', 'schools']"
62,What is the total number of non-chartered schools in the county of Los Angeles with a percent (%) of eligible free meals for grades 1 through 12 that is less than 0.18%?,challenging,"['frpm', 'schools']"
72,How many students from the ages of 5 to 17 are enrolled at the State Special School school in Fremont for the 2014-2015 academic year?,moderate,"['frpm', 'schools']"
77,Which schools served a grade span of Kindergarten to 9th grade in the county of Los Angeles and what is its Percent (%) Eligible FRPM (Ages 5-17)?,moderate,"['frpm', 'schools']"
79,"Between San Diego and Santa Barbara, which county offers the most number of schools that does not offer physical building? Indicate the amount.",moderate,['schools']
82,What is the grade span offered in the school with the highest longitude?,simple,['schools']
83,"Of the schools that offers a magnet program serving a grade span of Kindergarten to 8th grade, how many offers Multiple Provision Types? List the number of cities that offers a Kindergarten to 8th grade span and indicate how many schools are there serving such grade span for each city.",challenging,"['frpm', 'schools']"
85,What is the Percent (%) Eligible Free (K-12) in the school administered by an administrator whose first name is Alusine. List the district code of the school.,moderate,"['frpm', 'schools']"
87,"What are the valid e-mail addresses of the administrator of the school located in the San Bernardino county, City of San Bernardino City Unified that opened between 1/1/2009 to 12/31/2010 whose school types are public Intermediate/Middle Schools and Unified Schools?",challenging,"['frpm', 'schools']"
89,How many accounts who choose issuance after transaction are staying in East Bohemia region?,moderate,"['account', 'district']"
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,simple,"['client', 'district']"
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,moderate,"['client', 'district']"
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",challenging,"['client', 'account', 'disp', 'district']"
95,List out the account numbers of clients who are youngest and have highest average salary?,moderate,"['client', 'account', 'disp', 'district']"
98,"Among the accounts who have approved loan date in 1997, list out the accounts that have the lowest approved amount and choose weekly issuance statement.",moderate,"['loan', 'account']"
99,"Among the accounts who have loan validity more than 12 months, list out the accounts that have the highest approved amount and have account opening date in 1993.",moderate,"['loan', 'account']"
100,"Among the account opened, how many female customers who were born before 1950 and stayed in Sokolov?",moderate,"['client', 'district']"
112,"For the female client who was born in 1976/1/29, which district did she opened her account?",simple,"['client', 'district']"
115,"For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients?",challenging,"['client', 'district']"
116,"For the client whose loan was approved first in 1993/7/5, what is the increase rate of his/her account balance from 1993/3/22 to 1998/12/27?",challenging,"['loan', 'trans', 'account']"
117,What is the percentage of loan amount that has been fully paid with no issue.,moderate,['loan']
118,"For loan amount less than USD100,000, what is the percentage of accounts that is still running with no issue.",moderate,['loan']
125,"For loans contracts which are still running where client are in debt, list the district of the and the state the percentage unemployment rate increment from year 1995 to 1996.",challenging,"['loan', 'account', 'district']"
128,"List the top nine districts, by descending order, from the highest to the lowest, the number of female account holders.",moderate,"['client', 'district']"
136,"Between 1/1/1995 and 12/31/1997, how many loans in the amount of at least 250,000 per account that chose monthly statement issuance were approved?",moderate,"['loan', 'account']"
137,How many accounts have running contracts in Branch location 1?,moderate,"['loan', 'account', 'district']"
138,"In the branch where the second-highest number of crimes were committed in 1995 occurred, how many male clients are there?",moderate,"['client', 'district']"
129,Which are the top ten withdrawals (non-credit card) by district names for the month of January 1996?,moderate,"['trans', 'account', 'district']"
137,How many accounts have running contracts in Branch location 1?,moderate,"['loan', 'account', 'district']"
138,"In the branch where the second-highest number of crimes were committed in 1995 occurred, how many male clients are there?",moderate,"['client', 'district']"
145,"Who are the account holder identification numbers whose who have transactions on the credit card with the amount is less than the average, in 1998?",moderate,"['trans', 'account']"
149,"Please list the account types that are not eligible for loans, and the average income of residents in the district where the account is located exceeds $8000 but is no more than $9000.",challenging,"['account', 'disp', 'district']"
152,What is the average number of crimes committed in 1995 in regions where the number exceeds 4000 and the region has accounts that are opened starting from the year 1997?,moderate,"['account', 'district']"
159,List all the withdrawals in cash transactions that the client with the id 3356 makes.,simple,"['trans', 'client', 'account', 'disp']"
168,What percentage of clients who opened their accounts in the district with an average salary of over 10000 are women?,moderate,"['client', 'district']"
169,What was the growth rate of the total amount of loans across all accounts for a male client between 1996 and 1997?,challenging,"['loan', 'client', 'account', 'disp']"
173,How often does account number 3 request an account statement to be released? What was the aim of debiting 3539 in total?,challenging,"['order', 'account']"
186,What percentage of male clients request for weekly statements to be issued?,moderate,"['client', 'account', 'disp', 'district']"
189,Name the account numbers of female clients who are oldest and have lowest average salary?,moderate,"['client', 'account', 'disp', 'district']"
192,What is the average amount of loan which are still on running contract with statement issuance after each transaction?,moderate,"['loan', 'account']"
194,"Provide the IDs and age of the client with high level credit card, which is eligible for loans.",moderate,"['client', 'disp', 'card']"
